city,theatre_name,average_ticket_price,total_seats,no_screens,type,theatre_chain,lat,lon,calculated_seats,calculated_ticket_prices,calculated_screens,average_2,source_of_information,notes
Hyderabad,Satyam Theatre: Ameerpet,60,1243,1,Single Screen,,17.43715,78.44877,576,60,1,60,"BookMyShow, Internet Research",
Hyderabad,Select Talkies: Bolaram,60,566,1,Single Screen,,17.51147,78.51067,101,60,1,60,"BookMyShow, MediaAnt",
Hyderabad,Sensation Insomnia: Khairatabad,80,555,1,Single Screen,,17.40693,78.46363,306,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Sensation Sunshine: Khairatabad,80,850,1,Single Screen,,17.40714,78.46361,514,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Shama Cinema: Hyderabad,46.66666667,712,1,Single Screen,,17.34158,78.46565,569,46.66666667,1,46.66666667,"BookMyShow, MediaAnt",
Hyderabad,Shanti Theatre: Narayanaguda,86.66666667,1035,1,Single Screen,,17.39622,78.48986,440,86.66666667,1,86.66666667,"BookMyShow, MediaAnt",
Hyderabad,Sharada 70mm: Kapra,70,861,1,Single Screen,,17.48324,78.55533,104,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,"Sheeshmahal Cinema, Begumpet",,459,1,Single Screen,,17.43461,78.448894,,,,,MediaAnt,
Hyderabad,Shiva Parvathi Cinema: Kukatpally,100,1116,1,Single Screen,,17.4966,78.39707,100,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,"Shiva Theatre, Chaithanyapuri Colony",,974,1,Single Screen,,17.3610291,78.5229013,,,,,MediaAnt,
Hyderabad,Sree Rama Theatre: Bahadurpura,80,796,1,Single Screen,,17.35449,78.4573,184,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Sree Ramana 70MM: Amberpet,100,1111,1,Single Screen,,17.39247,78.51578,333,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Sree Ramulu 70mm: Moosapet,70,849,1,Single Screen,,17.46784,78.42939,196,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Sree Sai Puja: Suraram,100,864,1,Single Screen,,17.54458,78.43474,202,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Sree Sai Raja Theatre: Musheerabad,70,777,1,Single Screen,,17.41634,78.49944,100,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,Sri Krishna 70MM: Uppal,70,939,1,Single Screen,,17.40084,78.56788,70,70,1,70,"BookMyShow, MediaAnt",
Hyderabad,"Sri Lakshmi Deluxe, Main Road",,629,1,Single Screen,,17.494647,78.3977,,,,,MediaAnt,
Hyderabad,Sri Lakshmi Deluxe: Karmanghat,80,629,1,Single Screen,,17.34575,78.53156,134,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Sri Mayuri Theatre: RTC X Roads,86.66666667,941,1,Single Screen,,17.40747,78.49604,753,86.66666667,1,86.66666667,"BookMyShow, MediaAnt",
Hyderabad,"Sri Sai Ram Theatre, MainRoad",,600,1,Single Screen,,17.368235,78.526694,,,,,MediaAnt,
Hyderabad,Sri Sai Ram Theatre: Malkajgiri,55,700,1,Single Screen,,17.44632,78.5354,586,55,1,55,"BookMyShow, MediaAnt",
Hyderabad,Sridevi Cinema: Chilakalguda,80,903,1,Single Screen,,17.43143,78.51297,62,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Srilatha and Sridevi Complex: Chanda Nagar,55,2009,2,Multiplex,,17.49805,78.3171,1258,55,2,55,"BookMyShow, Internet Research",http://davp.nic.in/ufo.pdf
Hyderabad,"Srinivas Theatre, Allapur",,461,1,Single Screen,,17.4345092,78.4467967,,,,,MediaAnt,
Hyderabad,Srinivasa Talkies: Uppal,60,809,1,Single Screen,,17.40106,78.56853,646,60,1,60,"BookMyShow, MediaAnt",
Hyderabad,SSV Cine Park: Patancheru,,0,0,Multiplex,,17.53196,78.27094,,,,,BookMyShow,
Hyderabad,Sudarshan 35mm 4k & Dolby Atmos: RTC X Roads,118,1216,1,Single Screen,,17.40646,78.49503,189,118,1,118,"BookMyShow, MediaAnt",
Hyderabad,"Suresh, Sitaphalmandi",,956,1,Single Screen,,17.4269211,78.5161231,,,,,MediaAnt,
Hyderabad,Sushma Cinema: Vanasthalipuram,100,1022,1,Single Screen,,17.3358,78.57353,84,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,SVC Cinemas Eeshwar: Attapur,100,645,1,Single Screen,,17.36645,78.42768,78,100,1,100,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,SVC Mahalakshmi Screen 1: Kothapet,100,659,1,Single Screen,,17.36944,78.53973,174,100,1,100,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,SVC Mahalakshmi Screen 2: Kothapet,100,319,1,Single Screen,,17.36944,78.53973,129,100,1,100,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,SVC Sangeetha Theatre: RC Puram,100,590,1,Single Screen,,17.51352,78.2866,72,100,1,100,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,SVR's Siva Sakthi Theatre: Kapra,70,313,1,Single Screen,,17.47652,78.56276,90,70,1,70,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,Talluri Theatres: Kushaiguda,69.5,1148,3,Multiplex,,17.47771,78.57246,1415,69.5,3,69.5,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,Tarakarama Cineplex: Kachiguda,90,980,1,Single Screen,,17.39065,78.48796,785,90,1,90,"BookMyShow, MediaAnt",
Hyderabad,Tivoli Cinema: Extreme,118,912,1,Single Screen,,17.44724,78.49246,759,118,1,118,"BookMyShow, MediaAnt",
Hyderabad,Tivoli Cinema: Hyderabad,118,453,3,Multiplex,,17.44833,78.49304,850,118,3,118,BookMyShow,
Hyderabad,"Usha Mayuri, Ashoknagar",,749,1,Single Screen,,17.405727,78.488421,,,,,MediaAnt,
Hyderabad,Venkatadri Cinema 70MM: Dilsukhnagar,90,1263,1,Single Screen,,17.36799,78.52345,362,90,1,90,"BookMyShow, MediaAnt",
Hyderabad,Venkataramana Cinema: Kachiguda,60,697,1,Single Screen,,17.39069,78.49141,539,60,1,60,"BookMyShow, Internet Research",https://www.sbdbforums.com/post/hyderabad-theatres-screen-capacities-and-prices-8389945?trail=
Hyderabad,Vijetha 70MM: Borabanda,80,786,1,Single Screen,,17.45421,78.41913,105,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Vimal 70mm: Balanagar,80,1010,1,Single Screen,,17.46361,78.45124,108,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Vishnu Cinemas A/C DTS: Vanasthalipuram,85,935,1,Single Screen,,17.33902,78.56577,734,85,1,85,"BookMyShow, MediaAnt",
Hyderabad,Viswanath 70MM Theater: Kukatpally,80,1204,1,Single Screen,,17.49677,78.39703,902,80,1,80,"BookMyShow, MediaAnt",
Hyderabad,Vyjayanthi Cinema: Nacharam,100,711,1,Single Screen,,17.42889,78.55238,253,100,1,100,"BookMyShow, MediaAnt",
Hyderabad,Yadagiri Theatre: Santosh Nagar,75,1076,1,Single Screen,,17.34657,78.50888,177,75,1,75,"BookMyShow, MediaAnt",
Hyderabad,"Yakut Mahal Talkies, Yakutpura",,521,1,Single Screen,,17.3616553,78.4857269,,,,,MediaAnt,
Kochi,"Ajantha Theatre, Mattancherry Jetty",,620,1,Single Screen,,9.9538634,76.2475442,,,,,MediaAnt,
Kochi,"Cinemax: Oberon, Kochi",128.3472222,634,4,Multiplex,Cinemax,10.01432,76.31232,634,111.3333333,4,131.4090909,BookMyShow,
Kochi,"Cinepolis: Centre Square Mall, Kochi",,1488,8,Multiplex,Cinepolis,9.9778687,76.2831729,,,,,Internet Research,
Kochi,"Cinepolis: VIP Centre Square Mall, Kochi",,235,3,Multiplex,Cinepolis,9.9778687,76.2831729,,,,,Internet Research,
Kochi,"Evm Cinema Studio, KSRTC Road",,1220,4,Multiplex,,9.9468236,76.2556623,,,,,MediaAnt,
Kochi,EVM Kavitha Theatre 2K UFO: Ernakulam,110,1220,4,Multiplex,,9.978573,76.28262,200,110,1,110,"BookMyShow, MediaAnt",
Kochi,"Jayalakshmi Talkies, Palluruthy",,600,1,Single Screen,,9.924479,76.2714001,,,,,MediaAnt,
Kochi,"Jyothy, PP Road",,713,1,Single Screen,,9.9579586,76.2902266,,,,,MediaAnt,
Kochi,"Kanoos Cinema, Panampilly Nagar",,220,1,Single Screen,,9.9598034,76.2892536,,,,,MediaAnt,
Kochi,Padma Cinema Screen 1: Ernakulam,105,324,1,Single Screen,,9.981755,76.2826,324,105,1,105,BookMyShow,
Kochi,Padma Cinema Screen 2: Ernakulam,110,98,1,Single Screen,,9.981755,76.2826,98,110,1,110,BookMyShow,
Kochi,"Pratheeksha Theatre, Kumbalangi Road",,670,1,Single Screen,,9.9142577,76.2788272,,,,,MediaAnt,
Kochi,Q Cinemas: Gold Souk Grande,159.5384615,1236,4,Multiplex,Q Cinemas,9.977553,76.31627,920,110,4,156.0869565,"BookMyShow, MediaAnt",
Kochi,Sarita Cinema: Kochi,110,2141,3,Multiplex,,9.984626,76.27759,90,110,3,110,"BookMyShow, Internet Research",http://www.snehasallapam.com/forum2/12295-theater-capacity-ticket-rates.html
Kochi,Sridar Cinemas: Ernakulam,114,530,1,Single Screen,,9.979525,76.27683,310,114,1,114,"BookMyShow, Internet Research",http://www.snehasallapam.com/forum2/12295-theater-capacity-ticket-rates.html
Kolkata,11D Adventureplex: Quest Mall,250,30,1,Single Screen,,22.52575,88.35952,50,250,5,250,"BookMyShow, Internet Research",https://webcache.googleusercontent.com/search?q=cache:unx7Inl69MQJ:https://www.telegraphindia.com/1140313/jsp/t2/story_18073735.jsp+&cd=6&hl=en&ct=clnk&gl=us
Kolkata,7D Adventure Plex: Mani Square Mall,200,32,1,Single Screen,,22.57758,88.4006,40,200,4,200,BookMyShow,https://www.indiamart.com/7dadventure-plex/showtimes-of-7d-adventure-plex-mani-square-mall.html
Kolkata,"Aleya Cinema, Ballygunge RS",,447,1,Single Screen,,22.52022,88.367129,,,,,MediaAnt,
Kolkata,Asoka Cinema: Behala,98.16666667,867,1,Single Screen,,22.49382,88.31637,157,105,1,99.875,"BookMyShow, MediaAnt",
Kolkata,"Basusree, SP Mukherjee Road",,1020,1,Single Screen,,22.5226283,88.3462934,,,,,MediaAnt,
Kolkata,"Bhabani Cinema, Indrani Park",,665,1,Single Screen,,22.5055091,88.3451152,,,,,MediaAnt,
Kolkata,"Bijoli Cinema, Bhawanipore",,921,1,Single Screen,,22.5271158,88.34657,,,,,MediaAnt,
Kolkata,Bina Cinema - Kolkatta,,775,1,Single Screen,,22.5814515,88.3658105,,,,,Internet Research,
Kolkata,"Chabighar, Parsibagan",,646,1,Single Screen,,22.5795878,88.3724625,,,,,MediaAnt,
Kolkata,"Cinepolis: Acropolis Mall, Kolkata",200.5,885,4,Multiplex,Cinepolis,22.51558,88.39319,873,140,4,199.2,BookMyShow,
Kolkata,"Cinepolis: Lake Mall, Kolkata",214.2045455,947,4,Multiplex,Cinepolis,22.51652,88.34876,947,160.8333333,4,218.1666667,BookMyShow,
Kolkata,"Crown Cinema, Dharmatala",,1056,1,Single Screen,,22.5598378,88.3582877,,,,,MediaAnt,
Kolkata,"Darpana, Bidhan Sarani",,690,1,Single Screen,,22.5977679,88.372279,,,,,MediaAnt,
Kolkata,"Elite Cinema, Dharmatala",,1258,1,Single Screen,,22.5630154,88.3538713,,,,,MediaAnt,
Kolkata,"Ellora Cinema, Behala Municipal Market",,2080,2,Multiplex,,22.5000008,88.31873,,,,,MediaAnt,
Kolkata,Hind INOX: Kolkata,178.2,710,2,Multiplex,Inox,22.56492,88.3591,704,118,2,184.6666667,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema
Kolkata,Indira Cinema: Kolkata,80,733,1,Single Screen,,22.52712,88.34657,130,80,2,80,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Kolkata,"INOX: Forum Mall, Elgin Road",231.1720833,1015,4,Multiplex,Inox,22.53844,88.3513,1155,170,4,232.9417333,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema
Kolkata,INOX: Hiland Park,171.452381,934,4,Multiplex,Inox,22.48339,88.39075,1207,159.25,4,171.8125,BookMyShow,
Kolkata,INOX: Quest Mall,313.0919697,511,4,Multiplex,Inox,22.53914,88.36565,1189,202.5,4,312.8032,BookMyShow,
Kolkata,INOX: Quest Mall (Insignia),608.3333333,162,3,Multiplex,Inox,22.53914,88.36565,239,416.6666667,3,608.3333333,BookMyShow,
Kolkata,"INOX: South City, Kolkata",306.1619444,1426,6,Multiplex,Inox,22.50136,88.36196,1575,221.6666667,6,316.0084234,"BookMyShow, MediaAnt",
Kolkata,"INOX: Swabhumi, Maulana Azad Sarani",166.7109259,1022,4,Multiplex,Inox,22.57114,88.40126,2428,90,4,166.5562069,"BookMyShow, MediaAnt",
Kolkata,"Jagat, Sealdah",,377,1,Single Screen,,22.5714426,88.371308,,,,,MediaAnt,
Kolkata,"Kamal Talkies, Garden Reach",,848,1,Single Screen,,22.5485444,88.2891741,,,,,MediaAnt,
Kolkata,"Khatoon Mahal, Garden Reach",,712,1,Single Screen,,22.5486653,88.2809764,,,,,MediaAnt,
Kolkata,"Liberty Cinema, Beadon Street",,724,1,Single Screen,,22.5887838,88.3632207,,,,,MediaAnt,
Kolkata,London Paris: Mukti World Ballygunge,237,298,2,Multiplex,,22.52623,88.36665,298,150,2,233.3333333,BookMyShow,
Kolkata,"Malancha Cinema, Netaji Nagar",,840,1,Single Screen,,22.4870162,88.3506847,,,,,MediaAnt,
Kolkata,"Mayur Cinema, Chittaranjan Avenue",,853,1,Single Screen,,22.5751236,88.3538911,,,,,MediaAnt,
Kolkata,Menoka Cinema: Kolkata,130,790,1,Single Screen,,22.51115,88.35068,233,130,1,130,"BookMyShow, Internet Research",
Kolkata,"Minar Cinema, R.G.Kar Medical College",,849,1,Single Screen,,22.5973062,88.3718559,,,,,MediaAnt,
Kolkata,Mitra Cinema Hall: Kolkata,80,1146,1,Single Screen,,22.59727,88.37205,111,80,1,80,"BookMyShow, Internet Research",http://davp.nic.in/ri.pdf
Kolkata,"Moonlight Cinema, Chittaranjan Avenue",,780,1,Single Screen,,22.5775595,88.3598131,,,,,MediaAnt,
Kolkata,Navina Cinema: Tollygunge,110.1333333,983,1,Single Screen,,22.501,88.34881,352,113.3333333,1,110.1333333,"BookMyShow, Internet Research",http://thecalcuttagirl.com/10-awesome-single-screen-cinema-halls-of-calcutta/
Kolkata,"Netro, Dum Dum",,684,1,Single Screen,,22.6210274,88.3928183,,,,,MediaAnt,
Kolkata,"New Empire Cinema, New Market",,750,1,Single Screen,,22.5605129,88.3514889,,,,,MediaAnt,
Kolkata,"Padmasree Cinema, Jadavpore",,730,1,Single Screen,,22.4728672,88.37637,,,,,MediaAnt,
Kolkata,Paradise Cinema: Kolkata,110,1063,1,Single Screen,,22.5668,88.35196,70,110,1,110,"BookMyShow, Internet Research",
Kolkata,"Park Show House, Shakespeare Sarani",,588,1,Single Screen,,22.5462997,88.3622103,,,,,MediaAnt,
Kolkata,"Prabhat Cinema, Barabazar",,700,1,Single Screen,,22.5789136,88.3606355,,,,,MediaAnt,
Kolkata,Prachi Cinema: Kolkata,80,784,1,Single Screen,,22.56487,88.36829,97,80,1,80,"BookMyShow, MediaAnt",
Kolkata,Priya Cinema: Rashbehari Avenue,152,793,1,Single Screen,,22.51794,88.35438,793,152,1,152,BookMyShow,
Kolkata,"PVR: Mani Square Mall, Kolkata",237.3840741,1208,4,Multiplex,PVR,22.57771,88.4009,1398,200,4,243.2663095,"BookMyShow, MediaAnt",
Kolkata,"Ragini Cinema, Beliaghata",,999,1,Single Screen,,22.5616213,88.4063598,,,,,MediaAnt,
Kolkata,"Regal Cinema, Dharmatala",,500,1,Single Screen,,22.5628269,88.3526567,,,,,MediaAnt,
Kolkata,Regal Cinema: Kolkata,80,500,1,Single Screen,,22.56284,88.35266,38,80,1,80,"BookMyShow, MediaAnt",
Kolkata,Roxy Talkies: Kolkata,85,730,1,Single Screen,,22.56229,88.35205,40,85,1,85,"BookMyShow, MediaAnt",
Kolkata,"Star Theatre, Bidhan Sarani",,685,1,Single Screen,,22.5972365,88.3719017,,,,,MediaAnt,
Kolkata,"Talkie Show House, Sibdas Bhaduri St",,994,1,Single Screen,,22.5985914,88.373945,,,,,MediaAnt,
Mumbai,24 Karat: Jogeshwari,219.5555556,1527,4,Multiplex,,19.14108,72.84372,1543,130,4,227.5,BookMyShow,
Mumbai,"Akash Cinema, Kurla North",,388,1,Single Screen,,19.0668861,72.8786582,,,,,MediaAnt,
Mumbai,"Alankar Cinema, Ambewadi",,942,1,Single Screen,,18.9579554,72.8254315,,,,,MediaAnt,
Mumbai,"Amar Theatre, Chembur",,1155,1,Single Screen,,19.0523111,72.9101544,,,,,MediaAnt,
Mumbai,"Ashish Theatre, Chembur Extension",,1000,1,Single Screen,,19.039534,72.89525,,,,,MediaAnt,
Mumbai,Bahar Cinema: Vile Parle (E),190,299,1,Single Screen,,19.10867,72.85335,299,190,1,190,BookMyShow,
Mumbai,"Bharat Chitra Mandir, Kurla North",,398,2,Multiplex,,19.071989,72.884082,,,,,MediaAnt,
Mumbai,Bharat Cineplex: Kurla (W),175,398,2,Multiplex,,19.06685,72.87733,398,175,2,175,"BookMyShow, MediaAnt",
Mumbai,"Carnival: Annex Mall, Borivali",174.1092593,636,4,Multiplex,Carnival,19.21546,72.86812,739,119.25,4,174.0384615,"BookMyShow, MediaAnt",
Mumbai,"Carnival: Dreams Mall, Bhandup",138.2121212,1334,6,Multiplex,Carnival,19.14617,72.93694,1106,114,5,140.3793103,"BookMyShow, MediaAnt",
Mumbai,"Carnival: Harmony Mall, Oshiwara",160.06,433,2,Multiplex,Carnival,19.15756,72.83473,433,116.6666667,2,160.8717949,BookMyShow,
Mumbai,"Carnival: Huma, Kanjurmarg",136.6916667,1263,4,Multiplex,Carnival,19.12873,72.92615,1263,110,4,134.8461538,BookMyShow,
Mumbai,"Carnival: IMAX, Wadala",196.5968254,1634,5,Multiplex,Carnival,19.03122,72.881,1334,128.6666667,4,202.1025641,"BookMyShow, MediaAnt",
Mumbai,"Carnival: Moviestar, Goregaon",123.8589744,1366,7,Multiplex,Carnival,19.1513,72.84638,1040,110.625,4,126.925,"BookMyShow, MediaAnt",
Mumbai,Carnival: R Mall Mulund,150.9619048,1353,4,Multiplex,Carnival,19.18385,72.95173,1353,106,4,148.0277778,BookMyShow,
Mumbai,"Carnival: Sangam, Andheri",230.712963,1274,4,Multiplex,Carnival,19.11239,72.86467,1274,128,4,228.0384615,BookMyShow,
Mumbai,Central Plaza: Girgaon,171.3333333,517,1,Single Screen,,18.95464,72.81875,517,106.6666667,1,166.1904762,BookMyShow,
Mumbai,Chandan Cinema: Juhu,155.75,587,1,Single Screen,,19.1147,72.8269,587,124.5,1,152.625,BookMyShow,
Mumbai,Chitra Cinema: Dadar (E),128.3333333,635,1,Single Screen,,19.01336,72.84388,539,120,1,127.5,"BookMyShow, mediaAnt",
Mumbai,Cinemax: Andheri (E),118,362,1,Single Screen,Cinemax,19.11633,72.85641,362,118,1,118,BookMyShow,
Mumbai,Cinemax: Goregaon (W),104.6666667,649,1,Single Screen,Cinemax,19.15758,72.84491,649,80,1,104.8,BookMyShow,
Mumbai,"Cinemax: Infiniti Mall, Malad (W)",252.310119,904,5,Multiplex,Cinemax,19.18512,72.83401,951,144.4,5,244.1777778,"BookMyShow, Internet Research",http://www.excellentpublicity.com/cinema/
Mumbai,"Cinemax: R Odeon Mall, Ghatkopar (E)",158.3928571,1250,4,Multiplex,Cinemax,19.0796,72.90937,1058,115,4,155.8,"BookMyShow, Internet Research",
Mumbai,"Cinepolis: Fun Republic Mall, Andheri (W)",260.0092593,1271,4,Multiplex,Cinepolis,19.13469,72.83279,907,187.5,4,257.5,"BookMyShow, MediaAnt",
Mumbai,"Cinepolis: Magnet Mall, Bhandup (W)",210.2347222,956,6,Multiplex,Cinepolis,19.14114,72.93097,902,175.1388889,6,212.6126126,"BookMyShow, MediaAnt",
Mumbai,Citylight Cinema: Mahim,181.25,252,1,Single Screen,,19.03054,72.84139,252,100,1,175,BookMyShow,http://www.citylightcinema.com/
Mumbai,"Edward Talkies, Kalbadevi",,509,1,Single Screen,,18.945067,72.828944,,,,,MediaAnt,
Mumbai,EROS Theatre,,1204,1,Single Screen,,18.932265,72.8279021,,,,,Internet Research,
Mumbai,"Fun Cinemas: K Star Mall, Chembur",149.7530864,1253,5,Multiplex,Fun Cinemas,19.05235,72.90172,1241,103.3333333,5,152.8888889,"BookMyShow, MediaAnt",
Mumbai,G7 Multiplex: Bandra (W),98.66666667,2266,7,Multiplex,,19.06148,72.83872,3714,97.14285714,7,98.16091954,BookMyShow,
Mumbai,Gold Cinema: Dadar (E),155,245,1,Single Screen,Gold Cinema,19.00916,72.84208,245,90,1,153,BookMyShow,
Mumbai,Gold Cinema: Santacruz (W),205.3333333,420,1,Single Screen,Gold Cinema,19.08958,72.83912,420,118,1,201.6,BookMyShow,
Mumbai,Gold Cinema: Sona Borivali (E),151.6666667,259,1,Single Screen,Gold Cinema,19.23479,72.86494,259,96.66666667,1,142.6666667,BookMyShow,
Mumbai,"Gulshan Cinema, Ambewadi",,725,1,Single Screen,,18.9611893,72.8237326,,,,,MediaAnt,
Mumbai,"Imperial Cinema Pvt Ltd., Ambewadi",,816,1,Single Screen,,18.9585704,72.8174214,,,,,MediaAnt,
Mumbai,"INOX Laserplex: CR2, Nariman Point",496.005291,868,5,Multiplex,Inox,18.92648,72.82293,695,256,5,497.6666667,BookMyShow,
Mumbai,"INOX: Inorbit Mall, Malad (W)",279.2494444,1212,7,Multiplex,Inox,19.17238,72.83547,1739,150.2857143,7,273.8861789,BookMyShow,
Mumbai,"INOX: Nakshatra Mall, Dadar (W)",167.3333333,272,1,Single Screen,Inox,19.0199,72.84133,272,126,1,163.2,BookMyShow,
Mumbai,"INOX: Neelyog, Ghatkopar (E)",159.4047619,915,4,Multiplex,Inox,19.08522,72.90917,1252,115,4,160.8,BookMyShow,
Mumbai,"INOX: Raghuleela Mall, Kandivali (W)",194.4583333,1236,5,Multiplex,Inox,19.21345,72.84918,1460,118,5,195.6551724,BookMyShow,
Mumbai,"INOX: R-City, Ghatkopar",357.0008547,1220,9,Multiplex,Inox,19.09982,72.91545,1700,204.5925926,9,372.4213836,BookMyShow,
Mumbai,"INOX: Thakur Movie, Kandivali (E)",126.9166667,410,1,Single Screen,Inox,19.21198,72.87165,410,100,1,128.4166667,BookMyShow,
Mumbai,"Kalpana Cinema, Kurla North",,1188,1,Single Screen,,19.0774572,72.8789704,,,,,MediaAnt,
Mumbai,"Kamran Theatre, Kurla North",,432,1,Single Screen,,19.077327,72.8788352,,,,,MediaAnt,
Mumbai,Kasturba Cinema: Malad,112.2222222,350,1,Single Screen,,19.18786,72.84753,350,90,1,110,BookMyShow,
Mumbai,"Kings Cinema, Kurla North",,191,1,Single Screen,,19.0774291,72.8789924,,,,,MediaAnt,
Mumbai,"KSS Miniplex, Kurla North",,182,3,Multiplex,K Sera Sera,19.0819265,72.8861376,,,,,MediaAnt,
Mumbai,Le Reve (Globus): Bandra (W),195.5,259,1,Single Screen,,19.05605,72.83383,259,115,1,192.1428571,BookMyShow,
Mumbai,Liberty Cinema: Marine Lines,145,1115,1,Single Screen,,18.94143,72.82727,1115,140,1,145,BookMyShow,
Mumbai,Maratha Mandir: Mumbai Central,60,1107,1,Single Screen,,18.97133,72.82214,1107,20,1,68,BookMyShow,
Mumbai,Maxus Cinemas: Borivali (W),224.6354167,917,4,Multiplex,Maxus Cinema,19.23223,72.82884,896,171.25,4,216.7391304,"BookMyShow, MediaAnt",
Mumbai,Maxus Cinemas: Saki Naka,194.9404762,951,4,Multiplex,Maxus Cinema,19.09339,72.88374,951,143.75,4,189.3103448,BookMyShow,
Mumbai,"Mayur Cinema, Subhash Lane",,645,1,Single Screen,,19.2020115,72.8450572,,,,,MediaAnt,
Mumbai,"Metro INOX Cinemas, Marine Lines",,1342,5,Multiplex,Inox,18.9430131,72.8288781,,,,,Internet Research,
Mumbai,Miraj Anupam Cinemas: Goregaon (E),146.1666667,490,2,Multiplex,Miraj Cinema,19.16545,72.85126,490,100,2,143.5714286,BookMyShow,
Mumbai,Miraj Thakur Cinemas: Kandivali (E),196.875,668,1,Single Screen,Miraj Cinema,19.20909,72.87242,668,120,1,186.5625,BookMyShow,
Mumbai,"Moti Cinema, Ambewadi",,745,1,Single Screen,,18.9583336,72.8265371,,,,,MediaAnt,
Mumbai,Movietime Star City: Matunga (W),172.375,366,1,Single Screen,Movietime,19.0286,72.8436,366,125,1,168.1666667,BookMyShow,
Mumbai,Movietime Suburbia: Bandra (W),458.9,189,1,Single Screen,Movietime,19.06099,72.83685,176,425,1,458.1666667,"BookMyShow, MediaAnt",
Mumbai,Movietime: Dahisar (E),140.5555556,354,1,Single Screen,Movietime,19.25194,72.86307,354,90,1,138.3333333,BookMyShow,
Mumbai,Movietime: Malad,161.4444444,403,3,Multiplex,Movietime,19.18909,72.83519,403,128.3333333,3,163.9166667,BookMyShow,
Mumbai,"Movietime: The Hub, Goregaon",178.6022487,1320,7,Multiplex,Movietime,19.1548,72.85626,1390,100,7,180.7692308,"BookMyShow, MediaAnt",
Mumbai,"Mukta A2 Cinemas: Jai Hind, Lalbaugh",158.0555556,350,2,Multiplex,Mukta A2,18.98584,72.83596,350,90,2,157.5384615,BookMyShow,
Mumbai,"Mukta A2 Cinemas: Topiwala, Goregaon",129.5462963,453,2,Multiplex,Mukta A2,19.16381,72.84758,453,103.3333333,2,130.1025641,BookMyShow,
Mumbai,Nandi Cinema: National Library Road,65,762,1,Single Screen,,19.05546,72.83874,762,65,1,65,BookMyShow,
Mumbai,Natraj Cinema: Chembur,65,746,1,Single Screen,,19.06247,72.89922,746,65,1,65,BookMyShow,
Mumbai,New Excelsior Mukta A2 Cinemas: Fort,160.25,596,1,Single Screen,,18.93768,72.83344,596,118,1,155.5,BookMyShow,
Mumbai,"New Shirin Talkies, Agripada",,801,1,Single Screen,,18.9811379,72.8260349,,,,,MediaAnt,
Mumbai,"Nishat Talkies, Falkland Road",,691,1,Single Screen,,18.9620811,72.8237374,,,,,MediaAnt,
Mumbai,"Palace Talkies, V J B Udyan",,724,1,Single Screen,,18.9759324,72.8331947,,,,,MediaAnt,
Mumbai,Paradise E-Square Cinema: Mahim,102.2916667,502,1,Single Screen,,19.0372,72.84256,502,85,1,100.5625,BookMyShow,
Mumbai,Plaza Cinema: Dadar,227.5,691,1,Single Screen,,19.02185,72.84276,691,227.5,1,227.5,BookMyShow,
Mumbai,Premier Gold: Dongri,110.8333333,330,1,Single Screen,,18.96089,72.83809,330,90,1,110,BookMyShow,
Mumbai,Premiere Cinema: Dadar (E),132.5,465,1,Single Screen,,19.00752,72.84061,465,110,1,132.5,BookMyShow,
Mumbai,PVR ICON: Versova,290.9197531,844,4,Multiplex,PVR,19.14147,72.83059,1064,183.3333333,4,304.4927536,BookMyShow,
Mumbai,PVR ICON: Versova (Gold),616.6666667,86,2,Multiplex,PVR,19.14147,72.83059,172,400,2,625,BookMyShow,
Mumbai,"PVR: Citi Mall, Andheri (W)",265.4938272,864,4,Multiplex,PVR,19.13854,72.83122,1080,150,5,268.4375,"BookMyShow, MediaAnt",
